,INSIGHT : CUSTOMER PROMOTION DATASET BASED ON LAST PURCHASE,,,,,,,,,,,,,,,,,
16008,12,248,4905.35,408.78,0.05,0.1,721.96,A,736.81,1,22-11-2010 13:22,JUMBO BAG RED RETROSPOT,18,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16010,8,35,1316.56,164.57,0.23,0.1,1372.98,A,2430.42,0.01,28-11-2010 11:19,JUMBO STORAGE BAG SUKI,12,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16011,14,372,2517.75,179.84,0.04,0.1,247.04,C,16.22,1,08-12-2010 16:34,BLUE SPOT CERAMIC DRAWER KNOB,2,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16012,2,128,1574.50,787.25,0.02,0.1,448.98,B,868.72,1,03-11-2010 13:47,SMALL POPCORN HOLDER,37,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16013,39,360,20315.84,520.92,0.11,0.1,2059.80,A,2167.09,1,03-12-2010 13:10,COLOUR GLASS. STAR T-LIGHT HOLDER,7,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16014,2,269,467.89,233.95,0.01,0.1,63.49,D,-116.47,1,27-10-2010 16:04,VINTAGE CREAM DOG FOOD CONTAINER,44,D,Low,1,WINBACK,Reactivate: 20% comeback code
16016,4,35,1025.18,256.30,0.11,0.1,1069.12,A,1265.85,0,08-12-2010 12:36,LUNCH BAG  BLACK SKULL.,2,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16017,4,286,1341.95,335.49,0.01,0.1,171.26,C,116.09,1,18-10-2010 12:58,RIBBON REEL CHRISTMAS PRESENT ,53,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16018,2,336,289.23,144.62,0.01,0.1,31.42,D,-293.25,1,08-11-2010 15:36,FLUTED ANTIQUE CANDLE HOLDER,32,D,Low,1,WINBACK,Reactivate: 20% comeback code
16019,18,343,13679.61,759.98,0.05,0.1,1455.70,A,1791.09,1,23-11-2010 13:14,VICTORIAN SEWING BOX MEDIUM,17,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16021,2,149,532.25,266.13,0.01,0.1,130.38,D,46.32,1,09-11-2010 14:48,RAIN PONCHO ,31,D,Low,1,WINBACK,Reactivate: 20% comeback code
16027,9,242,1113.74,123.75,0.04,0.1,167.98,C,-14.17,1,08-09-2010 12:44,ANTIQUE SILVER TEA GLASS ETCHED,93,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16029,47,359,41184.30,876.26,0.13,0.1,4187.26,A,4406.19,1,02-12-2010 17:40,JUMBO BAG SCANDINAVIAN PAISLEY,8,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16032,6,67,1970.45,328.41,0.09,0.1,1073.45,A,1086.98,0.01,09-09-2010 18:00,JUMBO STORAGE BAG SKULLS,92,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16033,8,115,2019.73,252.47,0.07,0.1,641.04,A,686.54,0.99,05-12-2010 10:36,POTTING SHED TEA MUG,5,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16034,3,14,491.02,163.67,0.21,0.1,1280.16,A,2317.63,0,10-11-2010 11:32,CREAM SWEETHEART MINI CHEST,30,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16036,2,196,1797.92,898.96,0.01,0.1,334.82,B,949.03,1,11-10-2010 15:08,CERAMIC CHERRY CAKE MONEY BANK,60,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16037,2,103,654.32,327.16,0.02,0.1,231.87,C,226.41,1,13-06-2010 11:32,CHILDRENS GARDEN GLOVES PINK,180,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16039,2,204,456.40,228.20,0.01,0.1,81.66,D,-73.77,1,12-10-2010 10:44,12 PENCIL SMALL TUBE WOODLAND,59,D,Low,1,WINBACK,Reactivate: 20% comeback code
16040,4,179,1103.35,275.84,0.02,0.1,224.98,C,153.88,1,05-10-2010 11:09,TABLECLOTH RED APPLES DESIGN ,66,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16042,3,74,1067.85,355.95,0.04,0.1,526.71,B,536.70,0,25-11-2010 18:16,PACK 3 BOXES BIRD PANNETONE ,15,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
16043,4,102,1082.60,270.65,0.04,0.1,387.40,B,373.30,0.98,25-11-2010 15:40,60 CAKE CASES VINTAGE CHRISTMAS,15,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16045,4,81,2094.23,523.56,0.05,0.1,943.70,A,925.12,0.01,19-10-2010 10:23,RED RETROSPOT STORAGE JAR,52,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16048,4,176,818.79,204.70,0.02,0.1,169.81,C,40.38,1,01-12-2010 15:28,ASSORTED BOTTLE TOP  MAGNETS ,9,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16049,3,141,787.89,262.63,0.02,0.1,203.96,C,134.95,1,29-11-2010 14:36,HOT WATER BOTTLE TEA AND SYMPATHY,11,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16050,2,17,162.80,81.40,0.12,0.1,349.54,B,1053.22,0,21-11-2010 14:52,ANTIQUE SILVER TEA GLASS ENGRAVED,19,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
16053,4,197,2122.89,530.72,0.02,0.1,393.33,B,549.90,1,22-10-2010 11:42,72 CAKE CASES VINTAGE CHRISTMAS,49,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16054,3,198,1327.98,442.66,0.02,0.1,244.80,C,328.69,1,17-10-2010 11:38,RED RETROSPOT TISSUE BOX,54,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16057,3,181,1591.73,530.58,0.02,0.1,320.98,B,491.81,1,08-07-2010 11:33,WHITE HANGING HEART T-LIGHT HOLDER,155,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16059,7,201,1757.91,251.13,0.03,0.1,319.22,B,243.30,1,07-12-2010 10:36,WOODEN BOX OF DOMINOES,3,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16060,3,93,541.95,180.65,0.03,0.1,212.70,C,152.02,0.99,04-11-2010 12:10,CAKE STAND 3 TIER MAGIC GARDEN,36,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16062,4,157,1709.83,427.46,0.03,0.1,397.51,B,452.82,1,25-11-2010 19:06,PAPER CHAIN KIT VINTAGE CHRISTMAS,15,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16065,8,97,2010.53,251.32,0.08,0.1,756.54,A,844.17,0.93,09-12-2010 13:03,WOOD STOCKING CHRISTMAS SCANDISPOT,1,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16067,3,112,3395.29,1131.76,0.03,0.1,1106.50,A,1596.08,0.97,26-05-2010 12:33,LADYBIRD + BEE RAFFIA FOOD COVER,198,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16071,3,127,750.56,250.19,0.02,0.1,215.71,C,148.01,0.99,30-06-2010 13:41,HEART IVORY TRELLIS LARGE,163,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16072,3,121,3744.57,1248.19,0.02,0.1,1129.56,A,1754.74,0.99,07-10-2010 16:48,GINGHAM OVEN GLOVE RED HEART ,64,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16075,2,61,736.93,368.47,0.03,0.1,440.95,B,462.91,0,25-07-2010 11:31,TEA TIME DES TEA COSY,138,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
16080,2,64,385.40,192.70,0.03,0.1,219.80,C,177.55,0,19-11-2010 08:18,BAG 250g SWIRLY MARBLES,21,C,Medium,0,CROSS_SELL,Add complementary product recommendation
16081,4,307,1653.28,413.32,0.01,0.1,196.56,C,227.52,1,08-12-2010 11:16,STRAWBERRY CERAMIC TRINKET BOX,2,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16083,2,6,1033.80,516.90,0.33,0.1,6288.95,A,4280.93,0,22-11-2010 12:55,PAPER CHAIN KIT 50'S CHRISTMAS ,18,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16085,7,308,1362.02,194.57,0.02,0.1,161.41,C,-47.12,1,24-11-2010 14:21,PURPLE GEMSTONE BRACELET,16,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16086,6,370,1743.60,290.60,0.02,0.1,172.00,C,37.29,1,07-12-2010 13:45,RED FLORAL FELTCRAFT SHOULDER BAG,3,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16087,5,300,1739.92,347.98,0.02,0.1,211.69,C,168.42,1,15-11-2010 16:44,BLACK RECORD COVER FRAME,25,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16088,2,15,1437.43,718.72,0.13,0.1,3497.75,A,2205.02,0,13-05-2010 10:16,CLASSIC METAL BIRDCAGE PLANT HOLDER,211,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16089,2,122,271.44,135.72,0.02,0.1,81.21,D,-106.07,1,18-11-2010 13:51,WICKER WREATH LARGE,22,D,Low,1,WINBACK,Reactivate: 20% comeback code
16092,3,74,770.08,256.69,0.04,0.1,379.84,B,378.50,0,23-07-2010 11:30,CERAMIC CAKE DESIGN SPOTTED MUG,140,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
16094,7,227,2617.33,373.90,0.03,0.1,420.85,B,421.73,1,29-11-2010 15:54,WOODEN ROUNDERS GARDEN SET ,11,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16096,3,228,1264.35,421.45,0.01,0.1,202.41,C,260.45,1,19-10-2010 15:03,RED RETROSPOT MINI CASES,52,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16098,8,351,2442.47,305.31,0.02,0.1,253.99,C,151.48,1,01-12-2010 09:45,INFLATABLE POLITICAL GLOBE ,9,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16099,4,229,841.30,210.33,0.02,0.1,134.09,D,-31.69,1,18-10-2010 14:48,JUMBO BAG PINK POLKADOT,53,D,Low,1,WINBACK,Reactivate: 20% comeback code
16101,3,126,1938.46,646.15,0.02,0.1,561.54,B,781.71,1,01-10-2010 10:45,PENS ASSORTED FUNKY JEWELED ,70,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16103,16,311,4762.07,297.63,0.05,0.1,558.89,B,495.10,1,15-11-2010 16:44,WHITE DOVE HONEYCOMB PAPER GARLAND,25,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16104,8,314,2476.25,309.53,0.03,0.1,287.84,C,205.06,1,17-10-2010 10:34,SET OF 6 RIBBONS VINTAGE CHRISTMAS,54,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16105,4,165,2049.23,512.31,0.02,0.1,453.31,B,577.33,1,27-09-2010 11:38,TEA TIME PARTY BUNTING,74,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16108,3,197,1393.42,464.47,0.02,0.1,258.17,C,364.73,1,01-10-2010 15:10,RED WOOLLY HOTTIE WHITE HEART.,70,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16115,4,176,907.17,226.79,0.02,0.1,188.13,C,77.37,1,07-11-2010 11:27,SMALL POPCORN HOLDER,33,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16117,2,189,422.19,211.10,0.01,0.1,81.53,D,-85.04,1,02-11-2010 12:02,METAL 4 HOOK HANGER FRENCH CHATEAU,38,D,Low,1,WINBACK,Reactivate: 20% comeback code
16119,6,329,1297.45,216.24,0.02,0.1,143.94,D,-60.47,1,10-11-2010 13:40,RETROSPOT LARGE MILK JUG,30,D,Low,1,WINBACK,Reactivate: 20% comeback code
16121,3,175,609.98,203.33,0.02,0.1,127.22,D,-20.87,1,14-11-2010 11:41,PACK OF 12 PINK POLKADOT TISSUES,26,D,Low,1,WINBACK,Reactivate: 20% comeback code
16122,3,58,316.92,105.64,0.05,0.1,199.44,C,276.44,0,08-12-2010 11:41,LIPSTICK PEN FUSCHIA,2,C,Medium,0,CROSS_SELL,Add complementary product recommendation
16124,3,314,1523.49,507.83,0.01,0.1,177.09,C,324.54,1,17-10-2010 12:56,RECIPE BOX BLUE SKETCHBOOK DESIGN,54,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16125,14,358,4298.30,307.02,0.04,0.1,438.23,B,353.85,0.99,07-12-2010 15:48,BLUE POLKADOT WRAP,3,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16126,11,358,8359.03,759.91,0.03,0.1,852.25,A,1263.44,1,25-11-2010 13:41,TRADITIONAL WOODEN CATCH CUP GAME ,15,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16128,6,130,1920.83,320.14,0.05,0.1,539.31,B,533.25,0.99,24-11-2010 15:26,SMALL POPCORN HOLDER,16,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16129,3,100,1396.05,465.35,0.03,0.1,509.56,B,576.44,1,28-10-2010 14:29,PLASTERS IN TIN STRONGMAN,43,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16130,4,195,987.48,246.87,0.02,0.1,184.84,C,77.86,1,13-10-2010 15:14,RECIPE BOX PANTRY YELLOW DESIGN,58,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16131,6,362,6450.88,1075.15,0.02,0.1,650.43,A,1483.98,1,29-11-2010 13:20,RETROSPOT TEA SET CERAMIC 11 PC ,11,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16132,2,83,664.20,332.10,0.02,0.1,292.09,B,296.67,0,13-06-2010 13:49,WHITE HANGING HEART T-LIGHT HOLDER,180,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
16133,23,241,8403.22,365.36,0.10,0.1,1272.69,A,1263.40,1,28-11-2010 12:08,MEASURING TAPE BABUSHKA RED,12,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16134,3,117,1527.25,509.08,0.03,0.1,476.45,B,588.23,1,12-10-2010 10:44,RED RETROSPOT WRAP ,59,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16138,3,212,910.35,303.45,0.01,0.1,156.73,D,89.91,1,26-11-2010 12:13,BLACK VINTAGE EARRINGS,14,D,Low,1,WINBACK,Reactivate: 20% comeback code
16139,2,13,475.74,237.87,0.15,0.1,1335.73,A,1721.89,0,17-12-2009 11:24,PAPER CHAIN KIT 50'S CHRISTMAS ,358,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16140,2,70,832.42,416.21,0.03,0.1,434.05,B,481.83,0,03-12-2010 14:40,SET OF 20 VINTAGE CHRISTMAS NAPKINS,7,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
16143,7,360,2485.89,355.13,0.02,0.1,252.04,C,202.76,1,05-12-2010 15:18,CAKE STAND WHITE TWO TIER LACE,5,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16145,8,196,3005.95,375.74,0.04,0.1,559.78,B,561.76,1,16-11-2010 15:58,SWEETHEART CERAMIC TRINKET BOX,24,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16147,4,272,2023.91,505.98,0.01,0.1,271.59,C,415.09,1,04-11-2010 14:56,ASSORTED COLOUR BIRD ORNAMENT,36,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16150,6,350,2342.57,390.43,0.02,0.1,244.30,C,238.63,1,02-12-2010 18:27,HEART OF WICKER LARGE,8,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16153,6,141,3309.26,551.54,0.04,0.1,856.65,A,911.11,1,15-10-2010 09:29,"BIRTHDAY CARD, RETRO SPOT",56,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16155,5,158,796.90,159.38,0.03,0.1,184.09,C,66.37,1,23-11-2010 12:03,RED BABY BUNTING ,17,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16156,11,354,3096.14,281.47,0.03,0.1,319.23,B,198.87,1,22-11-2010 09:57,CHRISTMAS LIGHTS 10 REINDEER,18,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16158,9,211,628.32,69.81,0.04,0.1,108.69,D,-50.09,0.99,05-07-2010 13:55,ENAMEL MEASURING JUG CREAM,158,D,Low,1,WINBACK,Reactivate: 20% comeback code
16159,3,266,884.59,294.86,0.01,0.1,121.38,D,22.76,1,26-08-2010 13:40,RED 3 PIECE MINI DOTS CUTLERY SET,106,D,Low,1,WINBACK,Reactivate: 20% comeback code
16161,25,300,7256.24,290.25,0.08,0.1,882.84,A,857.78,1,06-12-2010 10:03,LUNCH BOX WITH CUTLERY RETROSPOT ,4,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16163,5,372,1992.98,398.60,0.01,0.1,195.55,C,193.13,1,09-12-2010 16:28,BLUE HAPPY BIRTHDAY BUNTING,1,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16166,2,263,435.83,217.92,0.01,0.1,60.49,D,-136.57,1,07-10-2010 15:44,RED RETROSPOT SUGAR JAM BOWL,64,D,Low,1,WINBACK,Reactivate: 20% comeback code
16167,5,324,1386.12,277.22,0.02,0.1,156.15,D,21.01,1,21-10-2010 15:33,HOT WATER BOTTLE BABUSHKA LARGE,50,D,Low,1,WINBACK,Reactivate: 20% comeback code
16168,40,366,6848.87,171.22,0.11,0.1,683.02,A,597.69,1,05-12-2010 11:38,ROTATING SILVER ANGELS T-LIGHT HLDR,5,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16170,14,263,4983.95,356.00,0.05,0.1,691.69,A,677.11,1,09-11-2010 10:13,BUNNY WOODEN PAINTED WITH FLOWER ,31,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16172,3,39,744.34,248.11,0.08,0.1,696.63,A,809.95,0,23-08-2010 13:53,RED RETROSPOT BUTTER DISH,109,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16174,4,111,1237.20,309.30,0.04,0.1,406.83,B,396.99,1,05-08-2010 12:33,LUNCH BAG RED SPOTTY,127,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16175,3,91,798.85,266.28,0.03,0.1,320.42,B,297.65,0.87,25-08-2010 11:58,BEADED CRYSTAL HEART PINK SMALL,107,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16176,4,198,2052.69,513.17,0.02,0.1,378.40,B,518.94,1,14-10-2010 13:54,PARTY BUNTING,57,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16177,7,210,1915.36,273.62,0.03,0.1,332.91,B,265.42,1,29-09-2010 10:12,HEART OF WICKER SMALL,72,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16180,5,56,5995.69,1199.14,0.09,0.1,3907.91,A,2612.51,0,18-08-2010 16:18,BLUE SPOTTY BOWL,114,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16182,5,202,3354.00,670.80,0.02,0.1,606.04,A,865.99,1,27-09-2010 09:41,JUMBO BAG RED RETROSPOT,74,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16183,3,12,739.10,246.37,0.25,0.1,2248.10,A,2874.82,0,10-11-2010 11:12,RED FLORAL FELTCRAFT SHOULDER BAG,30,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16186,15,357,5019.17,334.61,0.04,0.1,513.16,B,460.64,1,02-12-2010 14:40,ALARM CLOCK BAKELIKE RED ,8,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16190,7,330,2508.47,358.35,0.02,0.1,277.45,C,240.68,1,10-11-2010 09:43,12 PENCILS TALL TUBE RED RETROSPOT,30,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16191,11,352,10507.50,955.23,0.03,0.1,1089.56,A,1708.67,1,29-11-2010 11:45,SCOTTIE DOG HOT WATER BOTTLE,11,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16197,9,254,2016.71,224.08,0.04,0.1,289.80,C,168.93,1,27-08-2010 12:56,PACK OF 72 RETRO SPOT CAKE CASES,105,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16199,7,238,942.75,134.68,0.03,0.1,144.58,D,-57.33,1,12-11-2010 12:55,COLOUR GLASS. STAR T-LIGHT HOLDER,28,D,Low,1,WINBACK,Reactivate: 20% comeback code
16200,10,354,4562.83,456.28,0.03,0.1,470.46,B,543.05,1,22-11-2010 11:57,3 HEARTS HANGING DECORATION RUSTIC,18,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16202,8,320,2136.72,267.09,0.03,0.1,243.72,C,112.54,1,18-10-2010 14:10,PAPERWEIGHT VINTAGE COLLAGE,53,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16203,3,132,521.64,173.88,0.02,0.1,144.24,D,13.97,1,02-12-2010 15:39,FELTCRAFT CUSHION OWL,8,D,Low,1,WINBACK,Reactivate: 20% comeback code
16204,2,350,538.53,269.27,0.01,0.1,56.16,D,-112.43,1,24-11-2010 15:03,"RETRO ""TEA FOR ONE"" ",16,D,Low,1,WINBACK,Reactivate: 20% comeback code
16205,3,146,1069.23,356.41,0.02,0.1,267.31,C,273.97,1,08-11-2010 12:17,COLOURING PENCILS BROWN TUBE,32,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16206,9,296,2065.26,229.47,0.03,0.1,254.67,C,105.34,1,17-11-2010 10:06,HEART IVORY TRELLIS SMALL,23,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16208,8,258,2776.19,347.02,0.03,0.1,392.76,B,365.65,1,10-11-2010 13:09,FAIRY CAKE NOTEBOOK A5 SIZE,30,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16209,4,164,1884.16,471.04,0.02,0.1,419.34,B,510.35,1,22-11-2010 14:39,YELLOW GIANT GARDEN THERMOMETER,18,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16210,19,368,17403.21,915.96,0.05,0.1,1726.13,A,2258.87,1,06-12-2010 11:06, SET 2 TEA TOWELS I LOVE LONDON ,4,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16211,2,16,543.57,271.79,0.13,0.1,1240.02,A,1429.15,0,14-10-2010 13:20,CERAMIC STRAWBERRY DESIGN MUG,57,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16212,2,51,603.37,301.69,0.04,0.1,431.82,B,441.86,0,31-03-2010 12:16,MONEY BOX POCKET MONEY DESIGN,254,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
16218,7,187,1355.29,193.61,0.04,0.1,264.54,C,169.15,1,01-12-2010 11:29,SMALL POPCORN HOLDER,9,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16221,7,118,1370.65,195.81,0.06,0.1,423.97,B,458.29,1,07-12-2010 13:13,SWEETHEART CERAMIC TRINKET BOX,3,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16223,2,20,1102.35,551.18,0.10,0.1,2011.79,A,1553.30,0,30-11-2010 11:50,GIN + TONIC DIET METAL SIGN,10,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16225,10,268,1771.09,177.11,0.04,0.1,241.21,C,79.58,1,02-11-2010 15:39,CHARLIE + LOLA BISCUITS TINS,38,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16226,2,35,417.05,208.53,0.06,0.1,434.92,B,519.75,0,26-11-2010 13:36,CHRISTMAS RETROSPOT TREE WOOD,14,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
16227,2,41,713.00,356.50,0.05,0.1,634.74,A,642.13,0,02-08-2010 14:16,HANGING JAM JAR T-LIGHT HOLDER,130,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16228,3,14,890.81,296.94,0.21,0.1,2322.47,A,2530.03,0,19-11-2010 14:20,RED WOOLLY HOTTIE WHITE HEART.,21,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16229,4,182,1857.26,464.32,0.02,0.1,372.47,B,463.98,1,23-11-2010 12:01,PHOTO CUBE,17,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16231,4,218,1078.22,269.56,0.02,0.1,180.53,C,81.89,1,25-11-2010 15:00,PACK OF 72 RETROSPOT CAKE CASES,15,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16232,3,130,1722.09,574.03,0.02,0.1,483.51,B,656.61,1,15-10-2010 16:00,WATERING CAN PINK BUNNY,56,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16233,7,370,1429.03,204.15,0.02,0.1,140.97,D,-96.23,1,08-12-2010 12:51,SEWING BOX RETROSPOT DESIGN ,2,D,Low,1,WINBACK,Reactivate: 20% comeback code
16234,3,85,333.18,111.06,0.04,0.1,143.07,D,80.07,0.04,20-08-2010 14:33,ROUND CONTAINER SET OF 5 RETROSPOT,112,D,Low,0,LIGHT_NURTURE,Low-cost email drip series
16235,4,94,1186.40,296.60,0.04,0.1,460.68,B,459.29,0.97,29-11-2010 09:22,FLORAL FOLK STATIONERY SET,11,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16239,4,80,1078.00,269.50,0.05,0.1,491.84,B,507.47,0.01,22-11-2010 16:27,RED STAR CARD HOLDER,18,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
16241,4,40,1721.44,430.36,0.10,0.1,1570.81,A,1385.62,0,05-12-2010 11:04,RETROSPOT HEART HOT WATER BOTTLE,5,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16242,7,253,3871.19,553.03,0.03,0.1,558.49,B,717.82,1,23-11-2010 16:41,FAMILY ALBUM WHITE PICTURE FRAME,17,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16246,2,209,827.25,413.63,0.01,0.1,144.47,D,202.29,1,06-09-2010 12:04,CERAMIC STRAWBERRY CAKE MONEY BANK,95,D,Low,1,WINBACK,Reactivate: 20% comeback code
16250,2,12,401.94,200.97,0.17,0.1,1222.57,A,1818.85,0,01-12-2010 09:59,HANGING METAL HEART LANTERN,9,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16253,5,310,3626.29,725.26,0.02,0.1,426.97,B,820.40,1,15-10-2010 14:51,MULTI COLOUR SILVER T-LIGHT HOLDER,56,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16254,3,253,985.14,328.38,0.01,0.1,142.12,D,87.72,1,26-11-2010 13:22,COSY HOUR GIANT TUBE MATCHES,14,D,Low,1,WINBACK,Reactivate: 20% comeback code
16255,8,319,2286.89,285.86,0.03,0.1,261.67,C,151.29,1,09-12-2010 14:25,SET 20 NAPKINS FAIRY CAKES DESIGN ,1,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16256,2,103,876.94,438.47,0.02,0.1,310.76,B,394.88,1,03-08-2010 08:58,RED BABY BUNTING ,129,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16258,10,251,6739.01,673.90,0.04,0.1,979.98,A,1186.95,1,17-11-2010 11:48,HAND WARMER OWL DESIGN,23,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16259,3,194,361.94,120.65,0.02,0.1,68.10,D,-179.41,1,25-10-2010 14:27,TRADITIONAL WOODEN CATCH CUP GAME ,46,D,Low,1,WINBACK,Reactivate: 20% comeback code
